PARTNUMBER,CATENTRY_ID,BRAND,CATEGORY,NAME,ATTRIBUTENAME,ATTRIBUTE,SHORTDESCRIPTION,LONGDESCRIPTION,OFFERPRICE
AuroraWMDRS-521,10535,Versatil,Topwear,Versatil Casual Maxi Dress,swatchSize,S,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-522,10536,Versatil,Topwear,Versatil Casual Maxi Dress,swatchcolor,Pink,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-522,10536,Versatil,Topwear,Versatil Casual Maxi Dress,swatchSize,M,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-523,10537,Versatil,Topwear,Versatil Casual Maxi Dress,swatchcolor,Pink,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-523,10537,Versatil,Topwear,Versatil Casual Maxi Dress,swatchSize,L,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-524,10538,Versatil,Topwear,Versatil Casual Maxi Dress,swatchcolor,Pink,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-524,10538,Versatil,Topwear,Versatil Casual Maxi Dress,swatchSize,XL,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-525,10539,Versatil,Topwear,Versatil Casual Maxi Dress,swatchcolor,Pink,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-525,10539,Versatil,Topwear,Versatil Casual Maxi Dress,swatchSize,XXL,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-526,10540,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Gray,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-526,10540,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,S,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-527,10541,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Gray,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-527,10541,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,M,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-528,10542,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Gray,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-528,10542,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,L,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-529,10543,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,XL,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-529,10543,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Gray,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-530,10544,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,XXL,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-530,10544,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Gray,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-531,10545,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Orange,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-531,10545,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,S,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-532,10546,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Orange,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-532,10546,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,M,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-533,10547,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Orange,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-533,10547,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,L,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-534,10548,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,XL,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-534,10548,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Orange,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-535,10549,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,XS,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-535,10549,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Red,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-536,10550,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Red,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-536,10550,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,S,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-537,10551,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Red,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-537,10551,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,M,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-538,10552,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,XL,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-538,10552,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Red,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-539,10553,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,XXL,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-539,10553,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Red,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-540,10554,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Teal,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-540,10554,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,XS,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-541,10555,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Teal,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-541,10555,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,S,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-542,10556,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Teal,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-542,10556,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,M,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-543,10557,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Teal,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-543,10557,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,L,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-544,10558,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,XL,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-544,10558,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Teal,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-545,10559,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchSize,XXL,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-545,10559,Versatil,Topwear,Versatil Smoked Caftan Sundress,swatchcolor,Teal,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-546,10560,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Blue,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-546,10560,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,XS,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-547,10561,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Blue,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-547,10561,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,S,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-548,10562,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Blue,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-548,10562,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,M,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-549,10563,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Blue,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-549,10563,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,L,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-550,10564,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Blue,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-550,10564,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,XL,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-551,10565,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Blue,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-551,10565,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,XXL,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-552,10566,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Green,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-552,10566,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,XS,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-553,10567,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Green,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-553,10567,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,S,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-554,10568,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Green,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-554,10568,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,M,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-555,10569,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Green,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-555,10569,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,L,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-556,10570,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Green,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-556,10570,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,XL,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-557,10571,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Green,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-557,10571,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,XXL,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-558,10572,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Pink,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-558,10572,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,XS,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-559,10573,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Pink,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-559,10573,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,S,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-560,10574,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Pink,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-560,10574,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,M,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-561,10575,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Pink,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-561,10575,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,L,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-562,10576,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Pink,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-562,10576,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,XL,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-563,10577,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Pink,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-563,10577,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,XXL,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-564,10578,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Silver,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-564,10578,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,XS,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-565,10579,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Silver,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-565,10579,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,S,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-566,10580,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Silver,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-566,10580,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,M,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-567,10581,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Silver,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-567,10581,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,L,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-568,10582,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,XL,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-568,10582,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Silver,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-569,10583,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchSize,XXL,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-569,10583,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,swatchcolor,Silver,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-570,10584,Versatil,Topwear,Versatil Casual Evening Dress,swatchcolor,Blue,Sleeveless slip dress with ruffled front and lace work,"A simple and elegant dress with a ruffled top and lace straps, along with an empire waist. The layered, gored skirt completes the look, and you'll feel as light as a cloud wearing this chic dress.",50
AuroraWMDRS-570,10584,Versatil,Topwear,Versatil Casual Evening Dress,swatchSize,S,Sleeveless slip dress with ruffled front and lace work,"A simple and elegant dress with a ruffled top and lace straps, along with an empire waist. The layered, gored skirt completes the look, and you'll feel as light as a cloud wearing this chic dress.",50
AuroraWMDRS-571,10585,Versatil,Topwear,Versatil Casual Evening Dress,swatchcolor,Blue,Sleeveless slip dress with ruffled front and lace work,"A simple and elegant dress with a ruffled top and lace straps, along with an empire waist. The layered, gored skirt completes the look, and you'll feel as light as a cloud wearing this chic dress.",50
AuroraWMDRS-571,10585,Versatil,Topwear,Versatil Casual Evening Dress,swatchSize,M,Sleeveless slip dress with ruffled front and lace work,"A simple and elegant dress with a ruffled top and lace straps, along with an empire waist. The layered, gored skirt completes the look, and you'll feel as light as a cloud wearing this chic dress.",50
AuroraWMDRS-572,10586,Versatil,Topwear,Versatil Casual Evening Dress,swatchcolor,Blue,Sleeveless slip dress with ruffled front and lace work,"A simple and elegant dress with a ruffled top and lace straps, along with an empire waist. The layered, gored skirt completes the look, and you'll feel as light as a cloud wearing this chic dress.",50
